HuggingFaceID,Architecture,System,Backend,Version,Status,ErrMsg,Command,Source,FPEProbeCount,FPETopologyCount,FPEStatusCounts,FPEPhaseLatencyMs,SourceSHA
MiniMaxAI/MiniMax-M2.7,MiniMaxM2ForCausalLM,h200_sxm,trtllm,1.3.0rc23,PASS,,"python python/aisimulate/tools/support_matrix/generate_fpe_support_matrix.py --model ""MiniMaxAI/MiniMax-M2.7"" --system ""h200_sxm"" --backend ""trtllm"" --backend-version ""1.3.0rc23"" --forward-model op_level --max-workers 8",silicon,116,29,"BUILD_FAILED=24, PASS=92","decode_end=4728.685691, decode_start=18.510872, mixed=56.628145, prefill=53.549522",26dae1f99b2b50fb17118f38d8a8e95dfac3357c
MiniMaxAI/MiniMax-M2.7,MiniMaxM2ForCausalLM,h200_sxm,vllm,0.1.dev19262,FAIL,"Strict-native op-level FPE probes: BUILD_FAILED=36, PERF_DATA_MISSING=80; raw probes=116; topologies=29; source_sha=26dae1f99b2b50fb17118f38d8a8e95dfac3357c. Representative failure: Invalid quantized MoE configuration: (moe_intermediate_size=1536 / moe_tp_size=16) % weight_block_size=128 != 0.","python python/aisimulate/tools/support_matrix/generate_fpe_support_matrix.py --model ""MiniMaxAI/MiniMax-M2.7"" --system ""h200_sxm"" --backend ""vllm"" --backend-version ""0.1.dev19262"" --forward-model op_level --max-workers 8",,116,29,"BUILD_FAILED=36, PERF_DATA_MISSING=80",,26dae1f99b2b50fb17118f38d8a8e95dfac3357c
MiniMaxAI/MiniMax-M2.7,MiniMaxM2ForCausalLM,h200_sxm,vllm,0.14.0,PASS,,"python python/aisimulate/tools/support_matrix/generate_fpe_support_matrix.py --model ""MiniMaxAI/MiniMax-M2.7"" --system ""h200_sxm"" --backend ""vllm"" --backend-version ""0.14.0"" --forward-model op_level --max-workers 8",silicon,116,29,"BUILD_FAILED=36, PASS=80","decode_end=5614.221193, decode_start=21.968820, mixed=63.725640, prefill=61.334955",26dae1f99b2b50fb17118f38d8a8e95dfac3357c
MiniMaxAI/MiniMax-M2.7,MiniMaxM2ForCausalLM,h200_sxm,vllm,0.18.0,PASS,,"python python/aisimulate/tools/support_matrix/generate_fpe_support_matrix.py --model ""MiniMaxAI/MiniMax-M2.7"" --system ""h200_sxm"" --backend ""vllm"" --backend-version ""0.18.0"" --forward-model op_level --max-workers 8",silicon,116,29,"BUILD_FAILED=36, PASS=80","decode_end=6196.211764, decode_start=24.252556, mixed=69.855464, prefill=65.798295",26dae1f99b2b50fb17118f38d8a8e95dfac3357c
MiniMaxAI/MiniMax-M2.7,MiniMaxM2ForCausalLM,h200_sxm,vllm,0.19.0,PASS,,"python python/aisimulate/tools/support_matrix/generate_fpe_support_matrix.py --model ""MiniMaxAI/MiniMax-M2.7"" --system ""h200_sxm"" --backend ""vllm"" --backend-version ""0.19.0"" --forward-model op_level --max-workers 8",silicon,116,29,"BUILD_FAILED=36, PASS=80","decode_end=4761.483258, decode_start=18.640241, mixed=60.154568, prefill=58.101235",26dae1f99b2b50fb17118f38d8a8e95dfac3357c
MiniMaxAI/MiniMax-M2.7,MiniMaxM2ForCausalLM,h200_sxm,vllm,0.22.0,PASS,,"python python/aisimulate/tools/support_matrix/generate_fpe_support_matrix.py --model ""MiniMaxAI/MiniMax-M2.7"" --system ""h200_sxm"" --backend ""vllm"" --backend-version ""0.22.0"" --forward-model op_level --max-workers 8",silicon,116,29,"BUILD_FAILED=36, PASS=80","decode_end=5733.178228, decode_start=22.440425, mixed=69.667096, prefill=67.835127",26dae1f99b2b50fb17118f38d8a8e95dfac3357c
MiniMaxAI/MiniMax-M2.7,MiniMaxM2ForCausalLM,h200_sxm,vllm,0.24.0,PASS,,"python python/aisimulate/tools/support_matrix/generate_fpe_support_matrix.py --model ""MiniMaxAI/MiniMax-M2.7"" --system ""h200_sxm"" --backend ""vllm"" --backend-version ""0.24.0"" --forward-model op_level --max-workers 8",silicon,116,29,"BUILD_FAILED=36, PASS=80","decode_end=6103.747911, decode_start=23.901907, mixed=68.704192, prefill=67.181805",26dae1f99b2b50fb17118f38d8a8e95dfac3357c
MiniMaxAI/MiniMax-M3,MiniMaxM3ForCausalLM,h200_sxm,sglang,0.5.10,FAIL,"Strict-native op-level FPE probes: PERF_DATA_MISSING=220; raw probes=220; topologies=55; source_sha=26dae1f99b2b50fb17118f38d8a8e95dfac3357c. Representative failure: perf database error: MoE data missing for MoeKey { quant: ""bfloat16"", distribution: ""power_law_1.01"", topk: 4, num_experts: 128, hidden_size: 6144, inter_size: 3072, moe_tp_size: 1, moe_ep_size: 1 } at <repo>/python/aisimulate/src/aiconfigurator_core/systems/data/h200_sxm/sglang/0.5.10","python python/aisimulate/tools/support_matrix/generate_fpe_support_matrix.py --model ""MiniMaxAI/MiniMax-M3"" --system ""h200_sxm"" --backend ""sglang"" --backend-version ""0.5.10"" --forward-model op_level --max-workers 8",,220,55,PERF_DATA_MISSING=220,,26dae1f99b2b50fb17118f38d8a8e95dfac3357c
MiniMaxAI/MiniMax-M3,MiniMaxM3ForCausalLM,h200_sxm,sglang,0.5.12,FAIL,Strict-native op-level FPE probes: PERF_DATA_MISSING=220; raw probes=220; topologies=55; source_sha=26dae1f99b2b50fb17118f38d8a8e95dfac3357c. Representative failure: perf database error: perf database error: perf database error: no DSA module rows loaded from 1 source(s) (first: <repo>/python/aisimulate/src/aiconfigurator_core/systems/data/h200_sxm/sglang/0.5.12/msa_context_module_perf.parquet),"python python/aisimulate/tools/support_matrix/generate_fpe_support_matrix.py --model ""MiniMaxAI/MiniMax-M3"" --system ""h200_sxm"" --backend ""sglang"" --backend-version ""0.5.12"" --forward-model op_level --max-workers 8",,220,55,PERF_DATA_MISSING=220,,26dae1f99b2b50fb17118f38d8a8e95dfac3357c
MiniMaxAI/MiniMax-M3,MiniMaxM3ForCausalLM,h200_sxm,sglang,0.5.14,FAIL,Strict-native op-level FPE probes: PERF_DATA_MISSING=220; raw probes=220; topologies=55; source_sha=26dae1f99b2b50fb17118f38d8a8e95dfac3357c. Representative failure: perf database error: perf database error: perf database error: no DSA module rows loaded from 1 source(s) (first: <repo>/python/aisimulate/src/aiconfigurator_core/systems/data/h200_sxm/sglang/0.5.14/msa_context_module_perf.parquet),"python python/aisimulate/tools/support_matrix/generate_fpe_support_matrix.py --model ""MiniMaxAI/MiniMax-M3"" --system ""h200_sxm"" --backend ""sglang"" --backend-version ""0.5.14"" --forward-model op_level --max-workers 8",,220,55,PERF_DATA_MISSING=220,,26dae1f99b2b50fb17118f38d8a8e95dfac3357c
MiniMaxAI/MiniMax-M3,MiniMaxM3ForCausalLM,h200_sxm,sglang,0.5.16,PASS,,"python python/aisimulate/tools/support_matrix/generate_fpe_support_matrix.py --model ""MiniMaxAI/MiniMax-M3"" --system ""h200_sxm"" --backend ""sglang"" --backend-version ""0.5.16"" --forward-model op_level --max-workers 8",silicon,220,55,PASS=220,"decode_end=14946.684942, decode_start=58.585689, mixed=248.459596, prefill=218.312772",26dae1f99b2b50fb17118f38d8a8e95dfac3357c
MiniMaxAI/MiniMax-M3,MiniMaxM3ForCausalLM,h200_sxm,sglang,0.5.6.post2,FAIL,"Strict-native op-level FPE probes: PERF_DATA_MISSING=220; raw probes=220; topologies=55; source_sha=26dae1f99b2b50fb17118f38d8a8e95dfac3357c. Representative failure: perf database error: MoE data missing for MoeKey { quant: ""bfloat16"", distribution: ""power_law_1.01"", topk: 4, num_experts: 128, hidden_size: 6144, inter_size: 3072, moe_tp_size: 1, moe_ep_size: 1 } at <repo>/python/aisimulate/src/aiconfigurator_core/systems/data/h200_sxm/sglang/0.5.6.post2","python python/aisimulate/tools/support_matrix/generate_fpe_support_matrix.py --model ""MiniMaxAI/MiniMax-M3"" --system ""h200_sxm"" --backend ""sglang"" --backend-version ""0.5.6.post2"" --forward-model op_level --max-workers 8",,220,55,PERF_DATA_MISSING=220,,26dae1f99b2b50fb17118f38d8a8e95dfac3357c
MiniMaxAI/MiniMax-M3,MiniMaxM3ForCausalLM,h200_sxm,sglang,0.5.9,FAIL,"Strict-native op-level FPE probes: PERF_DATA_MISSING=220; raw probes=220; topologies=55; source_sha=26dae1f99b2b50fb17118f38d8a8e95dfac3357c. Representative failure: perf database error: MoE data missing for MoeKey { quant: ""bfloat16"", distribution: ""power_law_1.01"", topk: 4, num_experts: 128, hidden_size: 6144, inter_size: 3072, moe_tp_size: 1, moe_ep_size: 1 } at <repo>/python/aisimulate/src/aiconfigurator_core/systems/data/h200_sxm/sglang/0.5.9","python python/aisimulate/tools/support_matrix/generate_fpe_support_matrix.py --model ""MiniMaxAI/MiniMax-M3"" --system ""h200_sxm"" --backend ""sglang"" --backend-version ""0.5.9"" --forward-model op_level --max-workers 8",,220,55,PERF_DATA_MISSING=220,,26dae1f99b2b50fb17118f38d8a8e95dfac3357c
MiniMaxAI/MiniMax-M3,MiniMaxM3ForCausalLM,h200_sxm,trtllm,1.2.0rc5,FAIL,"Strict-native op-level FPE probes: PERF_DATA_MISSING=116; raw probes=116; topologies=29; source_sha=26dae1f99b2b50fb17118f38d8a8e95dfac3357c. Representative failure: perf database error: MoE data missing for MoeKey { quant: ""bfloat16"", distribution: ""power_law_1.01"", topk: 4, num_experts: 128, hidden_size: 6144, inter_size: 3072, moe_tp_size: 1, moe_ep_size: 1 } at <repo>/python/aisimulate/src/aiconfigurator_core/systems/data/h200_sxm/trtllm/1.2.0rc5","python python/aisimulate/tools/support_matrix/generate_fpe_support_matrix.py --model ""MiniMaxAI/MiniMax-M3"" --system ""h200_sxm"" --backend ""trtllm"" --backend-version ""1.2.0rc5"" --forward-model op_level --max-workers 8",,116,29,PERF_DATA_MISSING=116,,26dae1f99b2b50fb17118f38d8a8e95dfac3357c
MiniMaxAI/MiniMax-M3,MiniMaxM3ForCausalLM,h200_sxm,trtllm,1.3.0rc10,FAIL,"Strict-native op-level FPE probes: PERF_DATA_MISSING=116; raw probes=116; topologies=29; source_sha=26dae1f99b2b50fb17118f38d8a8e95dfac3357c. Representative failure: perf database error: MoE data missing for MoeKey { quant: ""bfloat16"", distribution: ""power_law_1.01"", topk: 4, num_experts: 128, hidden_size: 6144, inter_size: 3072, moe_tp_size: 1, moe_ep_size: 1 } at <repo>/python/aisimulate/src/aiconfigurator_core/systems/data/h200_sxm/trtllm/1.3.0rc10","python python/aisimulate/tools/support_matrix/generate_fpe_support_matrix.py --model ""MiniMaxAI/MiniMax-M3"" --system ""h200_sxm"" --backend ""trtllm"" --backend-version ""1.3.0rc10"" --forward-model op_level --max-workers 8",,116,29,PERF_DATA_MISSING=116,,26dae1f99b2b50fb17118f38d8a8e95dfac3357c
MiniMaxAI/MiniMax-M3,MiniMaxM3ForCausalLM,h200_sxm,trtllm,1.3.0rc15,FAIL,"Strict-native op-level FPE probes: PERF_DATA_MISSING=116; raw probes=116; topologies=29; source_sha=26dae1f99b2b50fb17118f38d8a8e95dfac3357c. Representative failure: perf database error: MoE data missing for MoeKey { quant: ""bfloat16"", distribution: ""power_law_1.01"", topk: 4, num_experts: 128, hidden_size: 6144, inter_size: 3072, moe_tp_size: 1, moe_ep_size: 1 } at <repo>/python/aisimulate/src/aiconfigurator_core/systems/data/h200_sxm/trtllm/1.3.0rc15","python python/aisimulate/tools/support_matrix/generate_fpe_support_matrix.py --model ""MiniMaxAI/MiniMax-M3"" --system ""h200_sxm"" --backend ""trtllm"" --backend-version ""1.3.0rc15"" --forward-model op_level --max-workers 8",,116,29,PERF_DATA_MISSING=116,,26dae1f99b2b50fb17118f38d8a8e95dfac3357c
MiniMaxAI/MiniMax-M3,MiniMaxM3ForCausalLM,h200_sxm,trtllm,1.3.0rc20,FAIL,Strict-native op-level FPE probes: PERF_DATA_MISSING=116; raw probes=116; topologies=29; source_sha=26dae1f99b2b50fb17118f38d8a8e95dfac3357c. Representative failure: perf database error: perf database error: perf database error: no DSA module rows loaded from 1 source(s) (first: <repo>/python/aisimulate/src/aiconfigurator_core/systems/data/h200_sxm/trtllm/1.3.0rc20/msa_context_module_perf.parquet),"python python/aisimulate/tools/support_matrix/generate_fpe_support_matrix.py --model ""MiniMaxAI/MiniMax-M3"" --system ""h200_sxm"" --backend ""trtllm"" --backend-version ""1.3.0rc20"" --forward-model op_level --max-workers 8",,116,29,PERF_DATA_MISSING=116,,26dae1f99b2b50fb17118f38d8a8e95dfac3357c
MiniMaxAI/MiniMax-M3,MiniMaxM3ForCausalLM,h200_sxm,trtllm,1.3.0rc23,PASS,,"python python/aisimulate/tools/support_matrix/generate_fpe_support_matrix.py --model ""MiniMaxAI/MiniMax-M3"" --system ""h200_sxm"" --backend ""trtllm"" --backend-version ""1.3.0rc23"" --forward-model op_level --max-workers 8",silicon,116,29,PASS=116,"decode_end=18389.005149, decode_start=70.965890, mixed=223.126782, prefill=200.876924",26dae1f99b2b50fb17118f38d8a8e95dfac3357c
MiniMaxAI/MiniMax-M3,MiniMaxM3ForCausalLM,h200_sxm,vllm,0.1.dev19262,FAIL,Strict-native op-level FPE probes: PERF_DATA_MISSING=116; raw probes=116; topologies=29; source_sha=26dae1f99b2b50fb17118f38d8a8e95dfac3357c. Representative failure: perf database error: perf database error: no GEMM rows loaded from 1 source(s) (first: <repo>/python/aisimulate/src/aiconfigurator_core/systems/data/h200_sxm/vllm/0.1.dev19262/gemm_perf.parquet),"python python/aisimulate/tools/support_matrix/generate_fpe_support_matrix.py --model ""MiniMaxAI/MiniMax-M3"" --system ""h200_sxm"" --backend ""vllm"" --backend-version ""0.1.dev19262"" --forward-model op_level --max-workers 8",,116,29,PERF_DATA_MISSING=116,,26dae1f99b2b50fb17118f38d8a8e95dfac3357c
MiniMaxAI/MiniMax-M3,MiniMaxM3ForCausalLM,h200_sxm,vllm,0.14.0,FAIL,"Strict-native op-level FPE probes: PERF_DATA_MISSING=116; raw probes=116; topologies=29; source_sha=26dae1f99b2b50fb17118f38d8a8e95dfac3357c. Representative failure: perf database error: MoE data missing for MoeKey { quant: ""bfloat16"", distribution: ""power_law_1.01"", topk: 4, num_experts: 128, hidden_size: 6144, inter_size: 3072, moe_tp_size: 1, moe_ep_size: 1 } at <repo>/python/aisimulate/src/aiconfigurator_core/systems/data/h200_sxm/vllm/0.14.0","python python/aisimulate/tools/support_matrix/generate_fpe_support_matrix.py --model ""MiniMaxAI/MiniMax-M3"" --system ""h200_sxm"" --backend ""vllm"" --backend-version ""0.14.0"" --forward-model op_level --max-workers 8",,116,29,PERF_DATA_MISSING=116,,26dae1f99b2b50fb17118f38d8a8e95dfac3357c
MiniMaxAI/MiniMax-M3,MiniMaxM3ForCausalLM,h200_sxm,vllm,0.18.0,FAIL,"Strict-native op-level FPE probes: PERF_DATA_MISSING=116; raw probes=116; topologies=29; source_sha=26dae1f99b2b50fb17118f38d8a8e95dfac3357c. Representative failure: perf database error: MoE data missing for MoeKey { quant: ""bfloat16"", distribution: ""power_law_1.01"", topk: 4, num_experts: 128, hidden_size: 6144, inter_size: 3072, moe_tp_size: 1, moe_ep_size: 1 } at <repo>/python/aisimulate/src/aiconfigurator_core/systems/data/h200_sxm/vllm/0.18.0","python python/aisimulate/tools/support_matrix/generate_fpe_support_matrix.py --model ""MiniMaxAI/MiniMax-M3"" --system ""h200_sxm"" --backend ""vllm"" --backend-version ""0.18.0"" --forward-model op_level --max-workers 8",,116,29,PERF_DATA_MISSING=116,,26dae1f99b2b50fb17118f38d8a8e95dfac3357c
MiniMaxAI/MiniMax-M3,MiniMaxM3ForCausalLM,h200_sxm,vllm,0.19.0,FAIL,"Strict-native op-level FPE probes: PERF_DATA_MISSING=116; raw probes=116; topologies=29; source_sha=26dae1f99b2b50fb17118f38d8a8e95dfac3357c. Representative failure: perf database error: MoE data missing for MoeKey { quant: ""bfloat16"", distribution: ""power_law_1.01"", topk: 4, num_experts: 128, hidden_size: 6144, inter_size: 3072, moe_tp_size: 1, moe_ep_size: 1 } at <repo>/python/aisimulate/src/aiconfigurator_core/systems/data/h200_sxm/vllm/0.19.0","python python/aisimulate/tools/support_matrix/generate_fpe_support_matrix.py --model ""MiniMaxAI/MiniMax-M3"" --system ""h200_sxm"" --backend ""vllm"" --backend-version ""0.19.0"" --forward-model op_level --max-workers 8",,116,29,PERF_DATA_MISSING=116,,26dae1f99b2b50fb17118f38d8a8e95dfac3357c
MiniMaxAI/MiniMax-M3,MiniMaxM3ForCausalLM,h200_sxm,vllm,0.22.0,FAIL,Strict-native op-level FPE probes: PERF_DATA_MISSING=116; raw probes=116; topologies=29; source_sha=26dae1f99b2b50fb17118f38d8a8e95dfac3357c. Representative failure: perf database error: perf database error: perf database error: no DSA module rows loaded from 1 source(s) (first: <repo>/python/aisimulate/src/aiconfigurator_core/systems/data/h200_sxm/vllm/0.22.0/msa_context_module_perf.parquet),"python python/aisimulate/tools/support_matrix/generate_fpe_support_matrix.py --model ""MiniMaxAI/MiniMax-M3"" --system ""h200_sxm"" --backend ""vllm"" --backend-version ""0.22.0"" --forward-model op_level --max-workers 8",,116,29,PERF_DATA_MISSING=116,,26dae1f99b2b50fb17118f38d8a8e95dfac3357c
MiniMaxAI/MiniMax-M3,MiniMaxM3ForCausalLM,h200_sxm,vllm,0.24.0,PASS,,"python python/aisimulate/tools/support_matrix/generate_fpe_support_matrix.py --model ""MiniMaxAI/MiniMax-M3"" --system ""h200_sxm"" --backend ""vllm"" --backend-version ""0.24.0"" --forward-model op_level --max-workers 8",silicon,116,29,PASS=116,"decode_end=14075.578935, decode_start=55.117293, mixed=174.167336, prefill=166.277727",26dae1f99b2b50fb17118f38d8a8e95dfac3357c
Qwen/Qwen3-0.6B,Qwen3ForCausalLM,h200_sxm,sglang,0.5.10,PASS,,"python python/aisimulate/tools/support_matrix/generate_fpe_support_matrix.py --model ""Qwen/Qwen3-0.6B"" --system ""h200_sxm"" --backend ""sglang"" --backend-version ""0.5.10"" --forward-model op_level --max-workers 8",silicon,24,6,"PASS=12, SDK_UNREPRESENTABLE=12","decode_end=360.419137, decode_start=1.388064, mixed=2.928870, prefill=2.504759",26dae1f99b2b50fb17118f38d8a8e95dfac3357c
Qwen/Qwen3-0.6B,Qwen3ForCausalLM,h200_sxm,sglang,0.5.12,PASS,,"python python/aisimulate/tools/support_matrix/generate_fpe_support_matrix.py --model ""Qwen/Qwen3-0.6B"" --system ""h200_sxm"" --backend ""sglang"" --backend-version ""0.5.12"" --forward-model op_level --max-workers 8",silicon,24,6,"PASS=12, SDK_UNREPRESENTABLE=12","decode_end=375.654511, decode_start=1.448458, mixed=2.925703, prefill=2.519381",26dae1f99b2b50fb17118f38d8a8e95dfac3357c
Qwen/Qwen3-0.6B,Qwen3ForCausalLM,h200_sxm,sglang,0.5.14,PASS,,"python python/aisimulate/tools/support_matrix/generate_fpe_support_matrix.py --model ""Qwen/Qwen3-0.6B"" --system ""h200_sxm"" --backend ""sglang"" --backend-version ""0.5.14"" --forward-model op_level --max-workers 8",silicon,24,6,"PASS=12, SDK_UNREPRESENTABLE=12","decode_end=375.654511, decode_start=1.448458, mixed=2.925703, prefill=2.519381",26dae1f99b2b50fb17118f38d8a8e95dfac3357c
Qwen/Qwen3-0.6B,Qwen3ForCausalLM,h200_sxm,sglang,0.5.16,PASS,,"python python/aisimulate/tools/support_matrix/generate_fpe_support_matrix.py --model ""Qwen/Qwen3-0.6B"" --system ""h200_sxm"" --backend ""sglang"" --backend-version ""0.5.16"" --forward-model op_level --max-workers 8",silicon,24,6,"PASS=12, SDK_UNREPRESENTABLE=12","decode_end=375.654511, decode_start=1.448458, mixed=2.925703, prefill=2.519381",26dae1f99b2b50fb17118f38d8a8e95dfac3357c
Qwen/Qwen3-0.6B,Qwen3ForCausalLM,h200_sxm,sglang,0.5.6.post2,PASS,,"python python/aisimulate/tools/support_matrix/generate_fpe_support_matrix.py --model ""Qwen/Qwen3-0.6B"" --system ""h200_sxm"" --backend ""sglang"" --backend-version ""0.5.6.post2"" --forward-model op_level --max-workers 8",silicon,24,6,"PASS=12, SDK_UNREPRESENTABLE=12","decode_end=426.395534, decode_start=1.634232, mixed=3.387588, prefill=2.722049",26dae1f99b2b50fb17118f38d8a8e95dfac3357c
Qwen/Qwen3-0.6B,Qwen3ForCausalLM,h200_sxm,sglang,0.5.9,PASS,,"python python/aisimulate/tools/support_matrix/generate_fpe_support_matrix.py --model ""Qwen/Qwen3-0.6B"" --system ""h200_sxm"" --backend ""sglang"" --backend-version ""0.5.9"" --forward-model op_level --max-workers 8",silicon,24,6,"PASS=12, SDK_UNREPRESENTABLE=12","decode_end=401.065204, decode_start=1.537032, mixed=3.026727, prefill=2.543948",26dae1f99b2b50fb17118f38d8a8e95dfac3357c
Qwen/Qwen3-0.6B,Qwen3ForCausalLM,h200_sxm,trtllm,1.2.0rc5,PASS,,"python python/aisimulate/tools/support_matrix/generate_fpe_support_matrix.py --model ""Qwen/Qwen3-0.6B"" --system ""h200_sxm"" --backend ""trtllm"" --backend-version ""1.2.0rc5"" --forward-model op_level --max-workers 8",silicon,12,3,PASS=12,"decode_end=363.458580, decode_start=1.349360, mixed=3.042813, prefill=2.555838",26dae1f99b2b50fb17118f38d8a8e95dfac3357c
Qwen/Qwen3-0.6B,Qwen3ForCausalLM,h200_sxm,trtllm,1.3.0rc10,PASS,,"python python/aisimulate/tools/support_matrix/generate_fpe_support_matrix.py --model ""Qwen/Qwen3-0.6B"" --system ""h200_sxm"" --backend ""trtllm"" --backend-version ""1.3.0rc10"" --forward-model op_level --max-workers 8",silicon,12,3,PASS=12,"decode_end=357.127541, decode_start=1.332920, mixed=3.040962, prefill=2.541881",26dae1f99b2b50fb17118f38d8a8e95dfac3357c
